  0.3000000E+01  0.1219691E+01       Infinity
  0.3102138E+01  0.1700627E-04 -0.1194139E+03
  0.3204277E+01  0.1446597E-04 -0.2487113E-03
  0.3306415E+01  0.1242346E-04 -0.1999743E-03
  0.3408554E+01  0.1058502E-04 -0.1799954E-03
  0.3510692E+01  0.1108544E-04  0.4899464E-04
  0.3612830E+01  0.1040450E-04 -0.6666902E-04
  0.3714969E+01  0.1858389E-04  0.8008152E-03
  0.3817107E+01  0.9745690E-05 -0.8653166E-03
  0.3919245E+01  0.1004501E-04  0.2930533E-04
  0.4021384E+01  0.6389578E-04  0.5272334E-02
  0.4123522E+01  0.5012504E-04 -0.1348243E-02
  0.4225661E+01  0.5480824E-04  0.4585156E-03
  0.4327799E+01  0.1894698E-03  0.1318422E-01
  0.4429937E+01  0.1204359E-03 -0.6758857E-02
  0.4532076E+01  0.9443398E-04 -0.2545753E-02
  0.4613787E+01  0.1290730E-03  0.4239229E-02
  0.4695497E+01  0.1192442E-03 -0.1202875E-02
  0.4777208E+01  0.1301044E-03  0.1329096E-02
  0.4858919E+01  0.1250489E-03 -0.6187084E-03
  0.4940629E+01  0.1084001E-03 -0.2037524E-02
  0.5022340E+01  0.1019065E-03 -0.7947104E-03
  0.5120393E+01  0.1422583E-03  0.4115313E-02
  0.5218446E+01  0.1354348E-03 -0.6958990E-03
  0.5316499E+01  0.1325716E-03 -0.2920027E-03
  0.5414551E+01  0.1320950E-03 -0.4861451E-04
  0.5512604E+01  0.9229472E-04 -0.4059061E-02
  0.5610657E+01  0.1020524E-03  0.9951444E-03
  0.5708710E+01  0.1051534E-03  0.3162610E-03
  0.5806763E+01  0.8215868E-04 -0.2345138E-02
  0.5904816E+01  0.7520025E-04 -0.7096610E-03
  0.6002869E+01  0.7365472E-04 -0.1576222E-03
  0.6100921E+01  0.7614528E-04  0.2540018E-03
  0.6198974E+01  0.9175992E-04  0.1592472E-02
  0.6297027E+01  0.9214151E-04  0.3891722E-04
  0.6395080E+01  0.8788734E-04 -0.4338645E-03
  0.6493133E+01  0.8715094E-04 -0.7510272E-04
  0.6591186E+01  0.7960529E-04 -0.7695497E-03
  0.6689239E+01  0.6796672E-04 -0.1186969E-02
  0.6787291E+01  0.6547879E-04 -0.2537337E-03
  0.6885344E+01  0.6766944E-04  0.2234161E-03
  0.6983397E+01  0.6734245E-04 -0.3334868E-04
  0.7081450E+01  0.6018241E-04 -0.7302226E-03
  0.7179503E+01  0.5030173E-04 -0.1007689E-02
  0.7277556E+01  0.4413166E-04 -0.6292603E-03
  0.7375609E+01  0.4087531E-04 -0.3321015E-03
  0.7473661E+01  0.3642418E-04 -0.4539522E-03
  0.7571714E+01  0.3320705E-04 -0.3281010E-03
  0.7669767E+01  0.3133915E-04 -0.1904993E-03
  0.7767820E+01  0.3242783E-04  0.1110291E-03
  0.7865873E+01  0.3020914E-04 -0.2262742E-03
  0.7963926E+01  0.2853045E-04 -0.1712024E-03
  0.8061978E+01  0.2706224E-04 -0.1497368E-03
  0.8160031E+01  0.2469885E-04 -0.2410324E-03
  0.8258084E+01  0.2213029E-04 -0.2619573E-03
  0.8356137E+01  0.2094622E-04 -0.1207580E-03
  0.8454190E+01  0.1844985E-04 -0.2545943E-03
  0.8552243E+01  0.1764462E-04 -0.8212158E-04
  0.8650296E+01  0.1629190E-04 -0.1379583E-03
  0.8748348E+01  0.1548275E-04 -0.8252221E-04
  0.8846401E+01  0.1467608E-04 -0.8226847E-04
  0.8944454E+01  0.1341877E-04 -0.1282285E-03
  0.9042507E+01  0.1259739E-04 -0.8376870E-04
  0.9140560E+01  0.1169352E-04 -0.9218222E-04
  0.9238613E+01  0.1094023E-04 -0.7682497E-04
  0.9336666E+01  0.9922408E-05 -0.1038031E-03
  0.9434718E+01  0.9077688E-05 -0.8614949E-04
  0.9532771E+01  0.8573569E-05 -0.5141291E-04
  0.9630824E+01  0.8018738E-05 -0.5658491E-04
  0.9728877E+01  0.7459898E-05 -0.5699374E-04
  0.9826930E+01  0.7108169E-05 -0.3587140E-04
  0.9924983E+01  0.6573157E-05 -0.5456366E-04
  0.1002304E+02  0.6384372E-05 -0.1925336E-04
  0.1012109E+02  0.6344318E-05 -0.4084941E-05
  0.1021914E+02  0.6079623E-05 -0.2699509E-04
  0.1031719E+02  0.5729463E-05 -0.3571139E-04
  0.1041525E+02  0.5534271E-05 -0.1990678E-04
  0.1051330E+02  0.5283797E-05 -0.2554479E-04
  0.1061135E+02  0.5170178E-05 -0.1158758E-04
  0.1070941E+02  0.5014391E-05 -0.1588802E-04
  0.1080746E+02  0.4934385E-05 -0.8159523E-05
  0.1090551E+02  0.4807431E-05 -0.1294745E-04
  0.1100356E+02  0.4728460E-05 -0.8053958E-05
  0.1110162E+02  0.4654877E-05 -0.7504477E-05
  0.1119967E+02  0.4564690E-05 -0.9197743E-05
  0.1129772E+02  0.4454479E-05 -0.1123993E-04
  0.1139578E+02  0.4375992E-05 -0.8004636E-05
  0.1149383E+02  0.4332262E-05 -0.4459814E-05
  0.1159188E+02  0.4293225E-05 -0.3981223E-05
  0.1168993E+02  0.4268242E-05 -0.2547845E-05
  0.1178799E+02  0.4216617E-05 -0.5265096E-05
  0.1188604E+02  0.4098103E-05 -0.1208667E-04
  0.1198409E+02  0.4023655E-05 -0.7592717E-05
  0.1208215E+02  0.3972136E-05 -0.5254229E-05
  0.1218020E+02  0.3952056E-05 -0.2047851E-05
  0.1227825E+02  0.3910621E-05 -0.4225714E-05
  0.1237630E+02  0.3881206E-05 -0.2999941E-05
  0.1247436E+02  0.3881599E-05  0.4009337E-07
  0.1257241E+02  0.3841073E-05 -0.4133130E-05
  0.1267046E+02  0.3823116E-05 -0.1831326E-05
  0.1276852E+02  0.3816089E-05 -0.7166790E-06
  0.1286657E+02  0.3760325E-05 -0.5687100E-05
  0.1296462E+02  0.3719347E-05 -0.4179166E-05
  0.1306267E+02  0.3673981E-05 -0.4626729E-05
  0.1316073E+02  0.3654022E-05 -0.2035564E-05
  0.1325878E+02  0.3618230E-05 -0.3650244E-05
  0.1335683E+02  0.3576657E-05 -0.4239894E-05
  0.1345489E+02  0.3531060E-05 -0.4650185E-05
  0.1355294E+02  0.3491406E-05 -0.4044116E-05
  0.1365099E+02  0.3469041E-05 -0.2280981E-05
  0.1374904E+02  0.3425722E-05 -0.4417929E-05
  0.1384710E+02  0.3383270E-05 -0.4329431E-05
  0.1394515E+02  0.3355213E-05 -0.2861421E-05
  0.1404320E+02  0.3331851E-05 -0.2382614E-05
  0.1414126E+02  0.3302424E-05 -0.3001127E-05
  0.1423931E+02  0.3279651E-05 -0.2322528E-05
  0.1433736E+02  0.3255950E-05 -0.2417149E-05
  0.1443541E+02  0.3227861E-05 -0.2864739E-05
